year,month,day,type,magnitude,umbral_magnitude,penumbral_magnitude,cat_num
-1042,1,10,T+,1.7044,1.7044,2.6831,2332
-1042,7,5,T-,1.6609,1.6609,2.6952,2333
-1042,12,30,P,0.6932,0.6932,1.7233,2334
-1041,6,25,P,0.6488,0.6488,1.6265,2335
-1041,12,20,N,0.3855,-0.7012,0.3855,2336
-1040,5,15,N,0.7775,-0.1626,0.7775,2337
-1040,6,13,N,0.3228,-0.6197,0.3228,2338
-1040,11,8,Nx,1.0798,-0.0141,1.0798,2339
-1039,5,5,T,1.1418,1.1418,2.1116,2340
-1039,10,28,T+,1.3422,1.3422,2.3831,2341
-1038,4,24,T,1.1456,1.1456,2.1705,2342
-1038,10,18,T,1.0799,1.0799,2.0665,2343
-1037,4,13,N,0.7376,-0.3305,0.7376,2344
-1037,10,7,N,0.8551,-0.1119,0.8551,2345
-1036,3,3,P,0.0828,0.0828,1.1374,2346
-1036,8,27,P,0.1896,0.1896,1.2016,2347
-1035,2,20,T-,1.5319,1.5319,2.5342,2348
-1035,8,17,T+,1.4773,1.4773,2.5403,2349
-1034,2,10,P,0.8917,0.8917,1.8557,2350
-1034,8,6,P,0.8123,0.8123,1.8939,2351
-1033,1,1,N,0.1927,-0.7992,0.1927,2352
-1033,1,30,N,0.6066,-0.3604,0.6066,2353
-1033,6,26,N,0.1419,-0.8752,0.1419,2354
-1033,7,26,N,0.5673,-0.4831,0.5673,2355
-1033,12,21,P,0.3263,0.3263,1.3753,2356
-1032,6,15,P,0.6485,0.6485,1.6119,2357
-1032,12,9,T-,1.5439,1.5439,2.6423,2358
-1031,6,4,T-,1.7333,1.7333,2.6729,2359
-1031,11,28,P,0.832,0.832,1.9337,2360
-1030,5,25,P,0.3388,0.3388,1.2983,2361
-1030,11,18,N,0.7163,-0.3404,0.7163,2362
-1029,4,15,N,0.9658,-0.0755,0.9658,2363
-1029,10,8,P,0.1713,0.1713,1.1463,2364
-1028,4,3,T,1.266,1.266,2.3403,2365
-1028,9,27,T-,1.4161,1.4161,2.3847,2366
-1027,3,23,T,1.0072,1.0072,2.066,2367
-1027,9,17,T,1.013,1.013,2.0181,2368
-1026,2,11,N,0.0775,-0.9125,0.0775,2369
-1026,3,12,N,0.7288,-0.2804,0.7288,2370
-1026,9,6,N,0.6332,-0.4252,0.6332,2371
-1025,2,1,P,0.4325,0.4325,1.3943,2372
-1025,7,27,P,0.0917,0.0917,1.1672,2373
-1024,1,21,T+,1.6728,1.6728,2.6508,2374
-1024,7,16,T-,1.5333,1.5333,2.5666,2375
-1023,1,10,P,0.7102,0.7102,1.7411,2376
-1023,7,5,P,0.7818,0.7818,1.7582,2377
-1023,12,30,N,0.3971,-0.6897,0.3971,2378
-1022,5,26,N,0.6416,-0.2991,0.6416,2379
-1022,6,25,N,0.4523,-0.4906,0.4523,2380
-1022,11,19,Nx,1.0779,-0.0145,1.0779,2381
-1021,5,16,P,0.9986,0.9986,1.9708,2382
-1021,11,8,T+,1.3421,1.3421,2.381,2383
-1020,5,4,T,1.2876,1.2876,2.3147,2384
-1020,10,28,T,1.0901,1.0901,2.0763,2385
-1019,4,24,N,0.8813,-0.1861,0.8813,2386
-1019,10,18,N,0.8715,-0.098,0.8715,2387
-1018,3,14,Nx,1.0387,-0.0096,1.0387,2388
-1018,9,8,P,0.1199,0.1199,1.1385,2389
-1017,3,3,T-,1.4577,1.4577,2.4536,2390
-1017,8,28,T+,1.3884,1.3884,2.4573,2391
-1016,2,21,P,0.9577,0.9577,1.9175,2392
-1016,8,16,P,0.9154,0.9154,2.0,2393
-1015,1,11,N,0.1661,-0.826,0.1661,2394
-1015,2,10,N,0.6513,-0.3141,0.6513,2395
-1015,7,6,Ne,0.0212,-0.9942,0.0212,2396
-1015,8,5,N,0.6829,-0.3676,0.6829,2397
-1014,1,1,P,0.3064,0.3064,1.3566,2398
-1014,6,26,P,0.522,0.522,1.4841,2399
-1014,12,21,T-,1.5294,1.5294,2.6278,2400
-1013,6,16,T-,1.8671,1.8671,2.8075,2401
-1013,12,10,P,0.8419,0.8419,1.9415,2402
-1012,6,4,P,0.4709,0.4709,1.4334,2403
-1012,11,28,N,0.7225,-0.331,0.7225,2404
-1011,4,25,N,0.8185,-0.2241,0.8185,2405
-1011,10,19,P,0.1579,0.1579,1.1335,2406
-1010,4,14,T,1.12,1.12,2.1924,2407
-1010,10,9,T-,1.3883,1.3883,2.3604,2408
-1009,4,4,T,1.1405,1.1405,2.1939,2409
-1009,9,28,T,1.0461,1.0461,2.0571,2410
-1008,2,22,Ne,0.0173,-0.9668,0.0173,2411
-1008,3,23,N,0.8356,-0.1672,0.8356,2412
-1008,9,16,N,0.687,-0.3777,0.687,2413
-1007,2,11,P,0.3823,0.3823,1.3406,2414
-1007,8,7,Nx,1.0543,-0.0232,1.0543,2415
-1006,2,1,T+,1.6319,1.6319,2.6091,2416
-1006,7,27,T-,1.4157,1.4157,2.4484,2417
-1005,1,21,P,0.7382,0.7382,1.7696,2418
-1005,7,16,P,0.9043,0.9043,1.8798,2419
-1004,1,10,N,0.4176,-0.6688,0.4176,2420
-1004,6,6,N,0.5084,-0.4334,0.5084,2421
-1004,7,5,N,0.5757,-0.3682,0.5757,2422
-1004,11,30,Nx,1.0756,-0.0147,1.0756,2423
-1003,5,26,P,0.8539,0.8539,1.8291,2424
-1003,11,19,T+,1.3447,1.3447,2.381,2425
-1002,5,16,T+,1.435,1.435,2.4648,2426
-1002,11,8,T,1.0952,1.0952,2.0805,2427
-1001,5,5,Nx,1.032,-0.0352,1.032,2428
-1001,10,29,N,0.8812,-0.0903,0.8812,2429
-1000,3,24,N,0.9294,-0.1128,0.9294,2430
-1000,9,18,P,0.0637,0.0637,1.0887,2431
-999,3,14,T-,1.3692,1.3692,2.3589,2432
-999,9,7,T,1.3136,1.3136,2.3885,2433
-998,3,3,T,1.0386,1.0386,1.9942,2434
-998,8,27,T,1.0032,1.0032,2.091,2435
-997,1,23,N,0.1277,-0.8644,0.1277,2436
-997,2,21,N,0.71,-0.2539,0.71,2437
-997,8,16,N,0.7839,-0.2669,0.7839,2438
-996,1,12,P,0.2793,0.2793,1.3302,2439
-996,7,6,P,0.401,0.401,1.3624,2440
-996,12,31,T-,1.5107,1.5107,2.6084,2441
-995,6,26,T+,1.7758,1.7758,2.7177,2442
-995,12,20,P,0.8563,0.8563,1.9529,2443
-994,6,16,P,0.6026,0.6026,1.5687,2444
-994,12,9,N,0.7287,-0.3211,0.7287,2445
-993,5,7,N,0.6663,-0.3781,0.6663,2446
-993,6,5,Nb,0.0869,-0.9312,0.0869,2447
-993,10,30,P,0.1496,0.1496,1.1255,2448
-992,4,25,P,0.9692,0.9692,2.0398,2449
-992,10,19,T,1.3681,1.3681,2.3435,2450
-991,4,14,T,1.2824,1.2824,2.3307,2451
-991,10,8,T,1.0691,1.0691,2.0856,2452
-990,4,3,N,0.9535,-0.0433,0.9535,2453
-990,9,28,N,0.7287,-0.3418,0.7287,2454
-989,2,22,P,0.3166,0.3166,1.2716,2455
-989,8,18,N,0.9579,-0.1217,0.9579,2456
-988,2,12,T+,1.5769,1.5769,2.5533,2457
-988,8,6,T,1.3103,1.3103,2.3427,2458
-987,2,1,P,0.7793,0.7793,1.8109,2459
-987,7,27,T,1.0175,1.0175,1.9928,2460
-986,1,21,N,0.4511,-0.6343,0.4511,2461
-986,6,17,N,0.3763,-0.5675,0.3763,2462
-986,7,16,N,0.6923,-0.2534,0.6923,2463
-986,12,11,Nx,1.0721,-0.0151,1.0721,2464
-985,6,7,P,0.7084,0.7084,1.6872,2465
-985,11,30,T+,1.3488,1.3488,2.3819,2466
-984,5,26,T+,1.585,1.585,2.6179,2467
-984,11,19,T,1.0959,1.0959,2.0799,2468
-983,5,15,P,0.1229,0.1229,1.1901,2469
-983,11,8,N,0.8833,-0.0899,0.8833,2470
-982,4,5,N,0.8108,-0.2256,0.8108,2471
-982,9,29,P,0.0191,0.0191,1.0502,2472
-981,3,25,T,1.2711,1.2711,2.255,2473
-981,9,19,T,1.2524,1.2524,2.3328,2474
-980,3,14,T,1.1279,1.1279,2.0798,2475
-980,9,7,T,1.0787,1.0787,2.1693,2476
-979,2,2,N,0.0789,-0.9129,0.0789,2477
-979,3,3,N,0.779,-0.1837,0.779,2478
-979,8,27,N,0.871,-0.1802,0.871,2479
-978,1,22,P,0.2388,0.2388,1.2899,2480
-978,7,18,P,0.2901,0.2901,1.2513,2481
-977,1,11,T-,1.4804,1.4804,2.5767,2482
-977,7,7,T+,1.6516,1.6516,2.5955,2483
-977,12,31,P,0.8799,0.8799,1.9728,2484
-976,6,26,P,0.7289,0.7289,1.6992,2485
-976,12,20,N,0.7391,-0.3063,0.7391,2486
-975,5,17,N,0.5073,-0.5393,0.5073,2487
-975,6,15,N,0.2242,-0.7984,0.2242,2488
-975,11,10,P,0.1483,0.1483,1.124,2489
-974,5,6,P,0.8099,0.8099,1.8792,2490
-974,10,30,T,1.3571,1.3571,2.3354,2491
-973,4,25,T-,1.432,1.432,2.4756,2492
-973,10,20,T,1.0806,1.0806,2.1023,2493
-972,4,13,P,0.0886,0.0886,1.0798,2494
-972,10,8,N,0.7599,-0.3161,0.7599,2495
-971,3,5,P,0.2408,0.2408,1.1927,2496
-971,8,28,N,0.8743,-0.2074,0.8743,2497
-970,2,22,T+,1.5089,1.5089,2.4845,2498
-970,8,17,T,1.2185,1.2185,2.2507,2499
-969,2,12,P,0.8332,0.8332,1.8649,2500
-969,8,7,T,1.1187,1.1187,2.094,2501
-968,2,1,N,0.4962,-0.5879,0.4962,2502
-968,6,27,N,0.2506,-0.6957,0.2506,2503
-968,7,27,N,0.7992,-0.1486,0.7992,2504
-968,12,21,Nx,1.0633,-0.0202,1.0633,2505
-967,6,17,P,0.5639,0.5639,1.547,2506
-967,12,10,T+,1.3507,1.3507,2.3799,2507
-966,6,6,T+,1.7352,1.7352,2.7718,2508
-966,11,30,T,1.0982,1.0982,2.0804,2509
-965,5,26,P,0.282,0.282,1.3498,2510
-965,11,20,N,0.8829,-0.0916,0.8829,2511
-964,4,15,N,0.6845,-0.3463,0.6845,2512
-964,10,10,Nx,1.0227,-0.0142,1.0227,2513
-963,4,4,T,1.1616,1.1616,2.1398,2514
-963,9,29,T,1.2058,1.2058,2.2915,2515
-962,3,25,T,1.2322,1.2322,2.1806,2516
-962,9,18,T,1.1376,1.1376,2.2309,2517
-961,2,13,Ne,0.0174,-0.9741,0.0174,2518
-961,3,15,N,0.8609,-0.1008,0.8609,2519
-961,9,7,N,0.9443,-0.1072,0.9443,2520
-960,2,3,P,0.1876,0.1876,1.2386,2521
-960,7,28,P,0.1879,0.1879,1.1496,2522
-959,1,22,T-,1.4407,1.4407,2.535,2523
-959,7,18,T+,1.5322,1.5322,2.4788,2524
-958,1,11,P,0.9107,0.9107,1.9992,2525
-958,7,7,P,0.8499,0.8499,1.825,2526
-958,12,31,N,0.7556,-0.2847,0.7556,2527
-957,5,28,N,0.3499,-0.6993,0.3499,2528
-957,6,27,N,0.3565,-0.6711,0.3565,2529
-957,11,21,P,0.1496,0.1496,1.1247,2530
-956,5,16,P,0.6491,0.6491,1.7173,2531
-956,11,10,T,1.3501,1.3501,2.3309,2532
-955,5,5,T-,1.5851,1.5851,2.6243,2533
-955,10,30,T,1.0863,1.0863,2.1128,2534
-954,4,25,P,0.2286,0.2286,1.2147,2535
-954,10,19,N,0.7808,-0.3,0.7808,2536
-953,3,16,P,0.1511,0.1511,1.1002,2537
-953,9,9,N,0.8057,-0.2778,0.8057,2538
-952,3,5,T+,1.4271,1.4271,2.4022,2539
-952,8,28,T,1.1414,1.1414,2.1736,2540
-951,2,22,P,0.903,0.903,1.9347,2541
-951,8,17,T,1.2075,1.2075,2.1832,2542
-950,2,11,N,0.5566,-0.5258,0.5566,2543
-950,7,9,N,0.1306,-0.8189,0.1306,2544
-950,8,7,N,0.8956,-0.0548,0.8956,2545
-949,1,2,Nx,1.0469,-0.0321,1.0469,2546
-949,6,28,P,0.424,0.424,1.4119,2547
-949,12,22,T+,1.3501,1.3501,2.3749,2548
-948,6,17,T-,1.7905,1.7905,2.8312,2549
-948,12,10,T,1.1004,1.1004,2.0804,2550
-947,6,6,P,0.4432,0.4432,1.5118,2551
-947,11,30,N,0.8798,-0.0955,0.8798,2552
-946,4,26,N,0.5524,-0.4732,0.5524,2553
-946,5,26,N,0.1557,-0.8926,0.1557,2554
-946,10,21,Nx,1.0046,-0.0376,1.0046,2555
-945,4,16,T,1.0457,1.0457,2.0189,2556
-945,10,10,T,1.1687,1.1687,2.259,2557
-944,4,4,T,1.3427,1.3427,2.2882,2558
-944,9,28,T,1.1848,1.1848,2.2803,2559
-943,3,25,N,0.9549,-0.0062,0.9549,2560
-943,9,17,Nx,1.0037,-0.0479,1.0037,2561
-942,2,13,P,0.1207,0.1207,1.1715,2562
-942,8,8,P,0.0984,0.0984,1.0608,2563
-941,2,2,T-,1.3851,1.3851,2.477,2564
-941,7,29,T+,1.4251,1.4251,2.375,2565
-940,1,22,P,0.9538,0.9538,2.0374,2566
-940,7,18,P,0.9636,0.9636,1.944,2567
-939,1,10,N,0.7799,-0.2548,0.7799,2568
-939,6,7,N,0.1917,-0.8606,0.1917,2569
-939,7,7,N,0.4856,-0.5473,0.4856,2570
-939,12,1,P,0.1514,0.1514,1.1255,2571
-938,5,28,P,0.4847,0.4847,1.5522,2572
-938,11,21,T,1.3481,1.3481,2.331,2573
-937,5,17,T-,1.7416,1.7416,2.7769,2574
-937,11,10,T,1.0868,1.0868,2.1173,2575
-936,5,5,P,0.3724,0.3724,1.3539,2576
-936,10,30,N,0.7934,-0.2916,0.7934,2577
-935,3,26,P,0.0502,0.0502,0.9969,2578
-935,4,25,Nb,0.0681,-0.8771,0.0681,2579
-935,9,19,N,0.7507,-0.3344,0.7507,2580
-934,3,16,T,1.3332,1.3332,2.308,2581
-934,9,8,T,1.0781,1.0781,2.1102,2582
-933,3,5,P,0.9858,0.9858,2.0176,2583
-933,8,29,T,1.2825,1.2825,2.2588,2584
-932,2,23,N,0.6297,-0.4508,0.6297,2585
-932,7,19,Ne,0.0182,-0.935,0.0182,2586
-932,8,17,P,0.0284,0.0284,0.9817,2587
-931,1,12,Nx,1.0215,-0.0524,1.0215,2588
-931,7,9,P,0.2893,0.2893,1.2826,2589
-930,1,1,T,1.3401,1.3401,2.3599,2590
-930,6,28,T-,1.641,1.641,2.6864,2591
-930,12,22,T,1.1094,1.1094,2.0866,2592
-929,6,17,P,0.6007,0.6007,1.6706,2593
-929,12,11,N,0.8799,-0.0957,0.8799,2594
-928,5,7,N,0.4169,-0.604,0.4169,2595
-928,6,5,N,0.3123,-0.7336,0.3123,2596
-928,10,31,N,0.9939,-0.0531,0.9939,2597
-927,4,26,P,0.9195,0.9195,1.8882,2598
-927,10,21,T,1.1443,1.1443,2.2387,2599
-926,4,16,T+,1.4649,1.4649,2.4079,2600
-926,10,9,T,1.2187,1.2187,2.3159,2601
-925,4,5,P,0.0989,0.0989,1.0599,2602
-925,9,29,Nx,1.0493,-0.0023,1.0493,2603
-924,2,24,P,0.0425,0.0425,1.093,2604
-924,8,19,P,0.0184,0.0184,0.982,2605
-923,2,12,T-,1.3192,1.3192,2.4084,2606
-923,8,8,T,1.327,1.327,2.2805,2607
-922,2,1,T,1.0088,1.0088,2.087,2608
-922,7,29,T,1.0673,1.0673,2.0534,2609
-921,1,22,N,0.8128,-0.216,0.8128,2610
-921,6,19,Ne,0.0389,-1.0168,0.0389,2611
-921,7,18,N,0.607,-0.4316,0.607,2612
-921,12,13,P,0.1499,0.1499,1.1225,2613
-920,6,7,P,0.3247,0.3247,1.3919,2614
-920,12,1,T,1.3455,1.3455,2.3299,2615
-919,5,27,T+,1.7858,1.7858,2.8176,2616
-919,11,21,T,1.0844,1.0844,2.1185,2617
-918,5,16,P,0.5185,0.5185,1.496,2618
-918,11,10,N,0.8011,-0.2872,0.8011,2619
-917,4,7,N,0.8838,-0.061,0.8838,2620
-917,5,6,N,0.1969,-0.7461,0.1969,2621
-917,9,30,N,0.7114,-0.3748,0.7114,2622
-916,3,26,T,1.2264,1.2264,2.2014,2623
-916,9,18,T,1.0291,1.0291,2.0612,2624
-915,3,16,T,1.0838,1.0838,2.1158,2625
-915,9,8,T,1.3438,1.3438,2.321,2626
-914,3,5,N,0.7206,-0.3578,0.7206,2627
-914,8,29,P,0.0981,0.0981,1.0546,2628
-913,1,23,N,0.9854,-0.0828,0.9854,2629
-913,7,20,P,0.1618,0.1618,1.1608,2630
-912,1,13,T,1.3236,1.3236,2.338,2631
-912,7,8,T-,1.4962,1.4962,2.5465,2632
-911,1,1,T,1.1228,1.1228,2.0969,2633
-911,6,27,P,0.7561,0.7561,1.8275,2634
-911,12,22,N,0.8819,-0.0936,0.8819,2635
-910,5,18,N,0.2805,-0.7362,0.2805,2636
-910,6,16,N,0.4657,-0.5782,0.4657,2637
-910,11,12,N,0.9869,-0.0642,0.9869,2638
-909,5,7,P,0.7916,0.7916,1.7564,2639
-909,11,1,T,1.1266,1.1266,2.2244,2640
-908,4,26,T+,1.5917,1.5917,2.5328,2641
-908,10,20,T,1.2437,1.2437,2.3419,2642
-907,4,16,P,0.2129,0.2129,1.1743,2643
-907,10,9,P,0.0312,0.0312,1.0823,2644
-906,3,7,N,0.9975,-0.0527,0.9975,2645
-906,8,30,N,0.9181,-0.0468,0.9181,2646
-905,2,24,T,1.2374,1.2374,2.3236,2647
-905,8,20,T,1.2416,1.2416,2.199,2648
-904,2,13,T,1.0776,1.0776,2.1501,2649
-904,8,8,T,1.16,1.16,2.1521,2650
-903,2,1,N,0.8587,-0.1637,0.8587,2651
-903,7,29,N,0.7216,-0.323,0.7216,2652
-903,12,23,P,0.1451,0.1451,1.1158,2653
-902,6,18,P,0.1674,0.1674,1.2348,2654
-902,12,13,T,1.3418,1.3418,2.3272,2655
-901,6,7,T+,1.6347,1.6347,2.6636,2656
-901,12,2,T,1.0801,1.0801,2.1171,2657
-900,5,27,P,0.6662,0.6662,1.6404,2658
-900,11,20,N,0.804,-0.2871,0.804,2659
-899,4,17,N,0.763,-0.1803,0.763,2660
-899,5,16,N,0.3298,-0.6115,0.3298,2661
-899,10,11,N,0.6828,-0.4042,0.6828,2662
-898,4,7,T,1.1078,1.1078,2.0833,2663
-898,9,30,P,0.9925,0.9925,2.0242,2664
-897,3,27,T,1.1932,1.1932,2.2257,2665
-897,9,19,T+,1.3947,1.3947,2.3726,2666
-896,3,15,N,0.8236,-0.2528,0.8236,2667
-896,9,8,P,0.1566,0.1566,1.1165,2668
-895,2,3,N,0.9361,-0.1261,0.9361,2669
-895,7,30,P,0.0434,0.0434,1.0487,2670
-894,1,23,T,1.2945,1.2945,2.3032,2671
-894,7,19,T-,1.3612,1.3612,2.4168,2672
-893,1,12,T,1.1481,1.1481,2.1188,2673
-893,7,8,P,0.902,0.902,1.9753,2674
-892,1,2,N,0.8908,-0.0843,0.8908,2675
-892,5,28,N,0.1436,-0.8694,0.1436,2676
-892,6,27,N,0.6162,-0.4262,0.6162,2677
-892,11,22,N,0.9833,-0.0713,0.9833,2678
-891,5,18,P,0.6579,0.6579,1.6193,2679
-891,11,11,T,1.1166,1.1166,2.217,2680
-890,5,7,T+,1.7259,1.7259,2.6658,2681
-890,10,31,T,1.2587,1.2587,2.3574,2682
-889,4,27,P,0.334,0.334,1.2963,2683
-889,10,20,P,0.0554,0.0554,1.1057,2684
-888,3,17,N,0.8913,-0.1587,0.8913,2685
-888,9,9,N,0.8651,-0.1013,0.8651,2686
-887,3,6,T,1.142,1.142,2.2251,2687
-887,8,30,T,1.1672,1.1672,2.1288,2688
-886,2,23,T,1.1594,1.1594,2.2259,2689
-886,8,20,T,1.2409,1.2409,2.2393,2690
-885,2,12,N,0.9162,-0.0998,0.9162,2691
-885,8,9,N,0.8242,-0.2266,0.8242,2692
-884,1,3,P,0.1335,0.1335,1.1019,2693
-884,6,28,P,0.0166,0.0166,1.0845,2694
-884,12,23,T,1.3331,1.3331,2.3192,2695
-883,6,17,T+,1.4882,1.4882,2.5147,2696
-883,12,13,T,1.0805,1.0805,2.1197,2697
-882,6,7,P,0.8117,0.8117,1.7832,2698
-882,12,2,N,0.8068,-0.2861,0.8068,2699
-881,4,28,N,0.6351,-0.3075,0.6351,2700
-881,5,28,N,0.4645,-0.476,0.4645,2701
-881,10,22,N,0.6637,-0.4234,0.6637,2702
-880,4,17,P,0.9793,0.9793,1.9558,2703
-880,10,10,P,0.9686,0.9686,1.9997,2704
-879,4,6,T,1.3183,1.3183,2.3516,2705
-879,9,30,T+,1.4317,1.4317,2.4103,2706
-878,3,26,N,0.9423,-0.1323,0.9423,2707
-878,9,19,P,0.2018,0.2018,1.1651,2708
-877,2,14,N,0.8749,-0.1809,0.8749,2709
-877,8,10,N,0.948,-0.0637,0.948,2710
-876,2,3,T,1.2567,1.2567,2.2593,2711
-876,7,30,T,1.2332,1.2332,2.2942,2712
-875,1,23,T,1.1805,1.1805,2.1476,2713
-875,7,19,T,1.041,1.041,2.1164,2714
-874,1,12,N,0.9075,-0.0669,0.9075,2715
-874,6,8,Ne,0.011,-0.999,0.011,2716
-874,7,8,N,0.7584,-0.283,0.7584,2717
-874,12,3,N,0.9782,-0.0792,0.9782,2718
-873,5,29,P,0.5261,0.5261,1.4848,2719
-873,11,23,T,1.1074,1.1074,2.2096,2720
-872,5,18,T+,1.8609,1.8609,2.8003,2721
-872,11,10,T,1.2691,1.2691,2.3674,2722
-871,5,7,P,0.4623,0.4623,1.4261,2723
-871,10,31,P,0.0712,0.0712,1.12,2724
-870,3,28,N,0.7706,-0.2795,0.7706,2725
-870,9,21,N,0.8253,-0.1425,0.8253,2726
-869,3,17,T,1.0319,1.0319,2.1121,2727
-869,9,10,T,1.1071,1.1071,2.0729,2728
-868,3,5,T,1.2553,1.2553,2.3158,2729
-868,8,30,T,1.3095,1.3095,2.3143,2730
-867,2,23,N,0.9865,-0.0229,0.9865,2731
-867,8,19,N,0.9155,-0.1417,0.9155,2732
-866,1,14,P,0.113,0.113,1.0788,2733
-866,7,10,N,0.943,-0.1257,0.943,2734
-865,1,3,T,1.3199,1.3199,2.3062,2735
-865,6,29,T+,1.347,1.347,2.3715,2736
-865,12,24,T,1.0842,1.0842,2.1252,2737
-864,6,17,P,0.9539,0.9539,1.9232,2738
-864,12,12,N,0.811,-0.2829,0.811,2739
-863,5,9,N,0.5016,-0.4409,0.5016,2740
-863,6,7,N,0.6003,-0.3399,0.6003,2741
-863,11,1,N,0.6532,-0.4334,0.6532,2742
-862,4,28,P,0.8438,0.8438,1.8219,2743
-862,10,21,P,0.9532,0.9532,1.9832,2744
-861,4,18,T-,1.4505,1.4505,2.4849,2745
-861,10,11,T+,1.4584,1.4584,2.4376,2746
-860,4,6,Nx,1.0718,-0.001,1.0718,2747
-860,9,30,P,0.2363,0.2363,1.2029,2748
-859,2,24,N,0.8006,-0.2488,0.8006,2749
-859,8,21,N,0.8595,-0.1588,0.8595,2750
-858,2,14,T,1.2027,1.2027,2.1992,2751
-858,8,10,T,1.1192,1.1192,2.1859,2752
-857,2,3,T,1.2268,1.2268,2.1901,2753
-857,7,30,T,1.1683,1.1683,2.2462,2754
-856,1,24,N,0.9345,-0.0389,0.9345,2755
-856,7,18,N,0.8928,-0.1478,0.8928,2756
-856,12,14,N,0.9708,-0.0886,0.9708,2757
-855,6,8,P,0.3926,0.3926,1.3494,2758
-855,12,3,T,1.1013,1.1013,2.2044,2759
-854,5,29,T-,1.7776,1.7776,2.7173,2760
-854,11,22,T,1.2762,1.2762,2.3733,2761
-853,5,19,P,0.5934,0.5934,1.5594,2762
-853,11,11,P,0.0803,0.0803,1.1271,2763
-852,4,8,N,0.64,-0.4103,0.64,2764
-852,5,7,Nb,0.0781,-0.9417,0.0781,2765
-852,10,1,N,0.7958,-0.1736,0.7958,2766
-851,3,28,P,0.9102,0.9102,1.9872,2767
-851,9,21,T,1.0586,1.0586,2.0287,2768
-850,3,17,T+,1.3636,1.3636,2.4181,2769
-850,9,10,T-,1.3649,1.3649,2.3761,2770
-849,3,6,P,0.0648,0.0648,1.0677,2771
-849,8,30,N,0.9956,-0.0678,0.9956,2772
-848,1,25,P,0.0824,0.0824,1.0455,2773
-848,7,20,N,0.8128,-0.257,0.8128,2774
-847,1,14,T,1.2956,1.2956,2.2817,2775
-847,7,9,T,1.214,1.214,2.2371,2776
-846,1,3,T,1.0974,1.0974,2.1396,2777
-846,6,28,T,1.0892,1.0892,2.0571,2778
-846,12,23,N,0.8224,-0.2718,0.8224,2779
-845,5,20,N,0.3663,-0.5767,0.3663,2780
-845,6,18,N,0.7325,-0.2083,0.7325,2781
-845,11,13,N,0.6492,-0.4361,0.6492,2782
-844,5,9,P,0.6998,0.6998,1.6801,2783
-844,11,1,P,0.9477,0.9477,1.9762,2784
-843,4,28,T-,1.594,1.594,2.63,2785
-843,10,21,T+,1.475,1.475,2.4544,2786
-842,4,17,P,0.1432,0.1432,1.2145,2787
-842,10,11,P,0.2589,0.2589,1.2287,2788
-841,3,7,N,0.7151,-0.3278,0.7151,2789
-841,9,1,N,0.7815,-0.2435,0.7815,2790
-840,2,25,T,1.1394,1.1394,2.1297,2791
-840,8,20,T,1.0153,1.0153,2.0876,2792
-839,2,14,T,1.2841,1.2841,2.2436,2793
-839,8,9,T,1.2843,1.2843,2.3646,2794
-838,2,3,N,0.9718,-0.0005,0.9718,2795
-838,7,29,Nx,1.0149,-0.0253,1.0149,2796
-838,12,25,N,0.9561,-0.1048,0.9561,2797
-837,6,19,P,0.2657,0.2657,1.221,2798
-837,12,14,T,1.0912,1.0912,2.1944,2799
-836,6,8,T-,1.6406,1.6406,2.5811,2800
-836,12,2,T,1.2833,1.2833,2.3784,2801
-835,5,29,P,0.7275,0.7275,1.6965,2802
-835,11,21,P,0.0877,0.0877,1.1318,2803
-834,4,19,N,0.4981,-0.5528,0.4981,2804
-834,5,18,N,0.2137,-0.809,0.2137,2805
-834,10,12,N,0.777,-0.1936,0.777,2806
-833,4,8,P,0.7771,0.7771,1.8513,2807
-833,10,2,T,1.0214,1.0214,1.9957,2808
-832,3,27,T+,1.4839,1.4839,2.5325,2809
-832,9,21,T-,1.4076,1.4076,2.4251,2810
-831,3,16,P,0.1673,0.1673,1.1638,2811
-831,9,10,Nx,1.062,-0.0075,1.062,2812
-830,2,4,P,0.0405,0.0405,1.0006,2813
-830,7,31,N,0.6947,-0.3764,0.6947,2814
-829,1,25,T,1.2619,1.2619,2.2477,2815
-829,7,20,T,1.0915,1.0915,2.1135,2816
-828,1,15,T,1.1178,1.1178,2.1607,2817
-828,7,9,T,1.219,1.219,2.1859,2818
-827,1,3,N,0.8383,-0.2555,0.8383,2819
-827,5,30,N,0.2305,-0.7137,0.2305,2820
-827,6,28,N,0.8606,-0.0813,0.8606,2821
-827,11,23,N,0.6473,-0.436,0.6473,2822
-826,5,20,P,0.5534,0.5534,1.5365,2823
-826,11,12,P,0.9473,0.9473,1.9737,2824
-825,5,9,T-,1.7415,1.7415,2.7795,2825
-825,11,2,T+,1.4862,1.4862,2.4656,2826
-824,4,27,P,0.2938,0.2938,1.3638,2827
-824,10,21,P,0.2732,0.2732,1.2458,2828
-823,3,18,N,0.6157,-0.4207,0.6157,2829
-823,4,16,Nb,0.0252,-1.0287,0.0252,2830
-823,9,11,N,0.718,-0.3135,0.718,2831
-822,3,7,T,1.061,1.061,2.0453,2832
-822,9,1,P,0.9275,0.9275,2.0053,2833
-821,2,25,T,1.3553,1.3553,2.3111,2834
-821,8,21,T+,1.3843,1.3843,2.4671,2835
-820,2,15,P,0.0503,0.0503,1.0215,2836
-820,8,9,P,0.0863,0.0863,1.1264,2837
