year,month,day,type,magnitude,max_lat,max_lon,gamma,cat_num
-912,1,28,P,0.6336,63.1,18.7,1.1954,2598
-912,6,23,Pe,0.1017,66.4,-46.7,1.4777,2599
-912,7,22,P,0.853,-63.8,-15.8,-1.0815,2600
-912,12,18,P,0.8758,-66.7,75.9,-1.0434,2601
-911,6,13,T,1.073,70.7,-125.6,0.7427,2602
-911,12,7,A,0.9289,-43.1,-94.3,-0.3608,2603
-910,6,2,T,1.0435,20.9,1.1,-0.0005,2604
-910,11,26,A,0.977,0.3,-158.8,0.3411,2605
-909,5,23,A,0.9811,-35.0,-143.2,-0.8075,2606
-908,4,11,P,0.5298,71.6,-76.7,1.2526,2608
-908,10,5,P,0.9194,-71.8,-145.8,-1.0457,2609
-907,3,31,A,0.9718,27.7,-12.2,0.4761,2610
-907,9,25,A,0.9905,-18.4,114.3,-0.3764,2611
-906,3,21,T,1.0254,-20.2,-128.5,-0.2981,2612
-906,9,14,A,0.9431,26.8,42.8,0.3512,2613
-905,9,3,P,0.8345,71.0,160.6,1.0707,2615
-904,1,30,T,1.0169,47.4,-110.0,0.9253,2616
-904,7,24,P,0.8902,-67.6,-160.1,-1.0531,2617
-903,1,18,A,0.9694,-8.7,103.0,0.2356,2618
-903,7,13,T,1.0537,8.3,24.8,-0.2605,2619
-902,1,7,A,0.9247,-52.4,57.8,-0.4807,2620
-902,7,3,T,1.0761,52.4,129.5,0.4771,2621
-902,12,27,P,0.685,-65.3,-93.1,-1.1594,2622
-901,5,24,P,0.3556,-62.5,62.0,-1.3484,2623
-901,6,23,P,0.5666,64.8,89.2,1.2351,2624
-901,11,17,P,0.8332,62.1,-67.7,1.0844,2625
-900,5,13,A,0.9703,-19.8,-95.0,-0.6227,2626
-900,11,5,T,1.0389,6.3,48.0,0.3702,2627
-899,5,2,A,0.9482,19.7,-140.0,0.1429,2628
-899,10,26,T,1.0416,-25.1,154.0,-0.3004,2629
-898,4,21,A,0.9591,58.2,151.3,0.8964,2630
-898,10,15,P,0.9563,-60.8,-139.2,-1.0172,2631
-897,3,12,P,0.9213,-60.9,-16.7,-1.0451,2632
-897,9,5,P,0.702,61.0,-145.2,1.151,2633
-896,2,29,T,1.0652,-27.0,14.1,-0.3068,2634
-896,8,24,A,0.936,37.9,122.9,0.4412,2635
-895,2,18,T,1.0428,7.3,112.3,0.4055,2636
-895,8,13,A,0.9792,1.2,55.1,-0.3054,2637
-894,2,7,P,0.6769,62.3,-111.2,1.1711,2638
-894,8,3,P,0.9629,-63.0,-140.8,-1.0228,2639
-894,12,29,P,0.8575,-65.6,-54.3,-1.0548,2640
-893,6,24,T,1.0689,78.3,135.1,0.8142,2641
-893,12,18,A,0.9318,-44.9,146.3,-0.3651,2642
-892,6,13,T,1.0392,27.1,-107.5,0.0765,2643
-892,12,6,A,0.9805,-2.0,71.3,0.3403,2644
-891,6,2,A,0.9792,-25.8,110.7,-0.7266,2645
-891,11,26,Tn,1.0144,67.2,-89.5,0.9966,2646
-890,4,22,P,0.3944,71.2,171.6,1.3319,2647
-890,5,22,Pb,0.0667,-69.3,92.7,-1.5229,2648
-890,10,17,P,0.8966,-71.5,69.4,-1.0571,2649
-889,4,12,A,0.9765,36.2,-120.2,0.5451,2650
-889,10,6,A,0.9846,-23.9,-11.2,-0.3944,2651
-888,3,31,T,1.0318,-12.5,115.8,-0.2381,2652
-888,9,24,A,0.9383,20.8,-74.4,0.3243,2653
-887,3,21,T,1.0558,-67.9,-64.6,-0.9534,2654
-887,9,13,P,0.8962,71.5,35.4,1.0333,2655
-886,2,9,T,1.0157,54.2,117.8,0.9546,2656
-886,8,4,P,0.7938,-68.6,77.1,-1.1068,2657
-885,1,29,A,0.9691,-5.3,-18.2,0.2593,2658
-885,7,25,T,1.0535,3.4,-91.4,-0.3204,2659
-884,1,18,A,0.9261,-50.0,-55.3,-0.4619,2660
-884,7,13,T,1.0743,47.9,18.5,0.4117,2661
-883,1,6,P,0.7104,-66.4,137.0,-1.1446,2662
-883,6,4,P,0.2069,-63.3,-54.2,-1.4293,2663
-883,7,3,P,0.6894,65.7,-32.3,1.1699,2664
-883,11,27,P,0.8389,62.8,152.4,1.0817,2665
-882,5,24,A,0.9666,-23.9,165.5,-0.7099,2666
-882,11,17,T,1.0396,3.2,-87.0,0.3709,2667
-881,5,13,A,0.9492,18.6,125.6,0.0545,2668
-881,11,6,T,1.0389,-29.2,21.0,-0.2968,2669
-880,5,1,A,0.9653,56.9,61.5,0.8132,2670
-880,10,26,P,0.9612,-61.1,83.4,-1.0132,2671
-879,3,22,P,0.8267,-60.8,-141.3,-1.0967,2672
-879,4,20,Pb,0.0414,61.0,-121.4,1.5192,2673
-879,9,15,P,0.6397,60.7,93.3,1.1875,2674
-878,3,12,T,1.0685,-25.2,-105.6,-0.3543,2675
-878,9,4,A,0.9338,36.1,14.5,0.4845,2676
-877,3,1,T,1.0439,8.4,-9.4,0.366,2677
-877,8,24,A,0.9795,0.9,-58.3,-0.2573,2678
-876,2,19,P,0.7308,61.7,121.2,1.1408,2679
-876,8,13,T,1.025,-52.1,109.5,-0.9692,2680
-875,1,8,P,0.8345,-64.6,177.0,-1.069,2681
-875,7,4,T,1.0638,83.0,70.1,0.8836,2682
-875,12,28,A,0.9352,-45.8,28.2,-0.3725,2683
-874,6,24,T,1.0343,32.4,144.5,0.1513,2684
-874,12,17,A,0.9845,-3.6,-58.0,0.3373,2685
-873,6,13,A,0.9766,-17.9,6.0,-0.647,2686
-873,12,7,Tn,1.0174,63.5,125.3,0.9943,2687
-872,5,3,P,0.2562,70.6,61.0,1.4124,2688
-872,6,1,P,0.2122,-68.3,-15.1,-1.4382,2689
-872,10,27,P,0.8809,-71.1,-76.2,-1.0647,2690
-871,4,22,A,0.9806,45.3,132.7,0.6188,2691
-871,10,17,A,0.9793,-29.1,-137.7,-0.4066,2692
-870,4,11,T,1.0377,-4.6,1.6,-0.1722,2693
-870,10,6,A,0.9341,15.2,166.4,0.3044,2694
-869,4,1,T,1.0623,-58.0,157.8,-0.8955,2695
-868,2,20,T,1.0129,65.7,-21.5,0.9914,2697
-868,8,14,P,0.7094,-69.5,-48.5,-1.1537,2698
-867,2,9,A,0.969,-0.8,-137.5,0.2902,2699
-867,8,4,T,1.0526,-1.8,150.2,-0.3746,2700
-866,1,29,A,0.928,-46.0,-167.3,-0.4358,2701
-866,7,25,T,1.0716,42.7,-95.4,0.3514,2702
-865,1,18,P,0.7434,-67.5,8.0,-1.1254,2703
-865,6,15,Pe,0.0606,-64.1,-170.4,-1.5097,2704
-865,7,14,P,0.8054,66.7,-154.8,1.1075,2705
-865,12,8,P,0.845,63.7,12.0,1.0789,2706
-864,6,3,A,0.9623,-29.9,66.2,-0.7974,2707
-864,11,27,T,1.0406,0.7,137.7,0.3706,2708
-863,5,23,Am,0.9498,16.8,31.8,-0.0362,2709
-863,11,17,T,1.0367,-33.1,-112.1,-0.2959,2710
-862,5,12,A,0.9706,55.9,-30.1,0.7284,2711
-862,11,6,P,0.9616,-61.5,-54.6,-1.0119,2712
-861,4,2,P,0.7235,-60.7,95.1,-1.1523,2713
-861,5,2,P,0.1798,61.4,121.3,1.4433,2714
-861,9,27,P,0.59,60.6,-30.1,1.2168,2715
-860,3,22,T,1.0712,-23.7,136.2,-0.4074,2716
-860,9,15,A,0.9319,33.7,-97.1,0.5206,2717
-859,3,12,T,1.0447,9.6,-128.5,0.3192,2718
-859,9,4,A,0.9797,-0.4,-174.5,-0.217,2719
-858,3,1,P,0.8017,61.2,-3.1,1.1009,2720
-858,8,24,T,1.0271,-46.2,-8.9,-0.9238,2721
-857,1,20,P,0.7993,-63.6,50.9,-1.0907,2722
-857,7,16,T,1.0572,78.3,14.1,0.9487,2723
-856,1,9,A,0.9392,-45.8,-88.5,-0.3849,2724
-856,7,4,T,1.0287,36.8,37.3,0.2239,2725
-856,12,28,A,0.9892,-4.6,173.6,0.3313,2726
-855,6,24,A,0.9733,-11.0,-97.5,-0.5672,2727
-855,12,17,T,1.0208,60.5,-17.2,0.9913,2728
-854,5,14,Pe,0.1129,69.9,-48.1,1.4956,2729
-854,6,13,P,0.3582,-67.4,-122.5,-1.3532,2730
-854,11,7,P,0.8718,-70.4,137.9,-1.069,2731
-853,5,3,A,0.9842,54.7,25.5,0.6946,2732
-853,10,28,A,0.9744,-34.0,95.2,-0.4137,2733
-852,4,22,T,1.0432,3.3,-111.8,-0.1025,2734
-852,10,16,A,0.9302,10.1,45.8,0.2902,2735
-851,4,11,T,1.0677,-48.2,31.5,-0.8327,2736
-851,10,5,An,0.9125,68.7,107.9,0.9814,2737
-850,3,3,P,0.9348,71.1,-164.8,1.0352,2738
-850,8,26,P,0.6394,-70.3,-177.5,-1.1926,2739
-849,2,20,A,0.9689,4.6,105.2,0.3281,2740
-849,8,15,T,1.0515,-7.4,29.4,-0.4226,2741
-848,2,9,A,0.9301,-40.9,81.4,-0.4026,2742
-848,8,4,T,1.0684,37.2,147.8,0.2968,2743
-847,1,28,P,0.7902,-68.6,-119.4,-1.0983,2744
-847,7,25,P,0.9115,67.7,81.0,1.0497,2745
-847,12,19,P,0.8465,64.7,-128.1,1.0788,2746
-846,6,14,A,0.957,-38.2,-33.7,-0.8837,2747
-846,12,8,T,1.0423,-0.9,3.0,0.3719,2748
-845,6,3,A,0.9498,14.2,-62.5,-0.1262,2749
-845,11,28,T,1.035,-36.4,115.3,-0.2963,2750
-844,5,23,A,0.9753,54.6,-121.9,0.6413,2751
-844,11,16,P,0.9562,-62.2,166.5,-1.0139,2752
-843,4,13,P,0.608,-60.9,-26.8,-1.2136,2753
-843,5,12,P,0.3263,61.9,4.7,1.3638,2754
-843,10,7,P,0.5526,60.6,-155.6,1.239,2755
-842,4,2,T,1.0733,-22.8,19.9,-0.4674,2756
-842,9,26,A,0.9303,30.8,147.7,0.5482,2757
-841,3,23,T,1.0452,10.9,114.7,0.2662,2758
-841,9,15,A,0.9799,-2.7,66.9,-0.1834,2759
-840,3,11,P,0.8831,60.9,-125.2,1.0552,2760
-840,9,4,T,1.028,-43.8,-131.2,-0.8844,2761
-839,1,30,P,0.7545,-62.7,-72.9,-1.1181,2762
-838,1,19,A,0.9437,-45.0,155.9,-0.4025,2764
-838,7,15,T,1.0227,39.9,-70.2,0.2919,2765
-837,1,8,A,0.9943,-5.0,46.4,0.3204,2766
-837,7,5,A,0.9695,-5.5,158.9,-0.4915,2767
-837,12,29,T,1.0249,56.8,-157.0,0.9848,2768
-836,6,23,P,0.5015,-66.3,130.1,-1.2694,2769
-836,11,18,P,0.8661,-69.5,-7.9,-1.0716,2770
-835,5,13,A,0.987,64.7,-82.3,0.7727,2771
-835,11,7,A,0.9703,-38.4,-31.8,-0.4178,2772
-834,5,3,T,1.048,11.2,136.1,-0.0291,2773
-834,10,27,A,0.927,5.4,-76.1,0.281,2774
-833,4,23,T,1.072,-38.9,-90.1,-0.7657,2775
-833,10,16,A,0.9123,63.2,-27.7,0.9646,2776
-832,3,13,P,0.8403,71.5,64.2,1.0862,2777
-832,4,11,Pb,0.0557,-71.4,75.5,-1.5028,2778
-832,9,5,P,0.5826,-71.0,50.5,-1.2242,2779
-831,3,2,A,0.9688,11.1,-9.7,0.3752,2780
-831,8,26,T,1.0499,-13.1,-94.0,-0.4635,2781
-830,2,19,A,0.9327,-34.8,-28.8,-0.3612,2782
-830,8,15,T,1.0646,31.4,28.3,0.2484,2783
-829,2,8,P,0.8481,-69.6,114.3,-1.065,2784
-829,12,30,P,0.8445,65.7,91.8,1.0807,2786
-828,6,25,A,0.9501,-51.8,-133.5,-0.9689,2787
-828,12,19,T,1.0443,-1.8,-131.5,0.3738,2788
-827,6,14,A,0.9494,10.7,-157.6,-0.2148,2789
-827,12,8,T,1.0338,-39.0,-16.2,-0.296,2790
-826,6,3,A,0.9792,52.8,144.8,0.5557,2791
-826,11,28,P,0.95,-62.9,27.5,-1.0166,2792
-825,4,24,P,0.4868,-61.2,-148.2,-1.2774,2793
-825,5,23,P,0.4735,62.5,-112.6,1.2846,2794
-825,10,18,P,0.5234,60.7,77.6,1.2565,2795
-824,4,13,T,1.0747,-22.5,-95.3,-0.5315,2796
-824,10,6,A,0.9292,27.8,29.8,0.5692,2797
-823,4,2,T,1.0451,12.0,0.7,0.2058,2798
-823,9,25,A,0.9802,-5.7,-54.7,-0.1582,2799
-822,9,15,T,1.0283,-43.5,103.1,-0.8531,2801
-821,2,10,P,0.6955,-62.0,166.2,-1.1538,2802
-821,8,6,P,0.8944,62.7,159.5,1.0639,2803
-821,9,5,Pb,0.0413,-61.3,-171.0,-1.5106,2804
-820,1,30,A,0.9487,-43.6,41.8,-0.4265,2805
-820,7,26,H3,1.0161,41.8,-177.9,0.3561,2806
-819,1,18,H,1.0001,-4.9,-79.4,0.3047,2807
-819,7,15,A,0.9652,-1.2,55.4,-0.4183,2808
-818,1,8,T,1.0296,53.0,66.0,0.9745,2809
-818,7,4,P,0.64,-65.3,22.2,-1.1883,2810
-818,11,29,P,0.8627,-68.5,-153.4,-1.073,2811
-817,5,25,A,0.9891,75.2,165.4,0.8508,2812
-817,11,19,A,0.9667,-42.2,-158.2,-0.4197,2813
-816,5,13,T,1.0521,18.8,24.6,0.0458,2814
-816,11,7,A,0.9244,1.3,161.3,0.2757,2815
-815,5,3,T,1.0754,-29.9,151.1,-0.695,2816
-815,10,27,A,0.9122,58.6,-157.6,0.9531,2817
-814,3,24,P,0.7344,71.8,-65.0,1.1434,2818
-814,4,23,P,0.1718,-71.0,-51.3,-1.4421,2819
-814,9,16,P,0.5385,-71.4,-84.3,-1.2487,2820
-813,3,14,A,0.9684,18.2,-122.8,0.4288,2821
-813,9,6,T,1.0482,-18.7,140.3,-0.4973,2822
-812,3,2,A,0.9353,-27.9,-137.6,-0.3122,2823
-812,8,26,T,1.0605,25.4,-93.8,0.2064,2824
-811,2,19,P,0.9202,-70.4,-10.3,-1.0238,2825
-811,8,15,T,1.0121,79.2,127.4,0.9514,2826
-810,1,9,P,0.8324,66.8,-47.1,1.0882,2827
-810,7,6,P,0.8815,-66.0,123.2,-1.0492,2828
-810,12,30,T,1.0467,-1.6,95.2,0.3791,2829
-809,6,25,A,0.9486,6.4,105.8,-0.3008,2830
-809,12,20,T,1.0331,-40.5,-146.4,-0.2942,2831
-808,6,13,A,0.9825,50.0,49.9,0.4711,2832
-808,12,8,P,0.9441,-63.8,-111.5,-1.0193,2833
-807,5,4,P,0.356,-61.6,91.5,-1.3456,2834
-807,6,2,P,0.6248,63.2,130.2,1.2038,2835
-807,10,29,P,0.5046,61.1,-51.0,1.2678,2836
-806,4,24,T,1.0752,-23.1,150.7,-0.6002,2837
-806,10,18,A,0.9286,24.7,-90.8,0.5837,2838
-805,4,14,T,1.0445,13.0,-111.7,0.1409,2839
-805,10,7,A,0.9808,-9.2,-178.5,-0.1398,2840
-804,4,2,A,0.9759,56.4,35.5,0.9403,2841
-804,9,25,T,1.0284,-44.7,-24.7,-0.8278,2842
-803,2,20,P,0.6259,-61.4,47.4,-1.1957,2843
-803,8,17,P,0.7997,62.0,30.8,1.1127,2844
-803,9,15,P,0.0966,-61.0,54.2,-1.4824,2845
-802,2,10,A,0.9539,-41.9,-71.0,-0.4578,2846
-802,8,6,H,1.0094,42.3,72.9,0.414,2847
-801,1,30,H,1.0061,-4.3,156.3,0.2827,2848
-801,7,26,A,0.9606,1.9,-48.8,-0.3499,2849
-800,1,19,T,1.0346,49.4,-68.2,0.9588,2850
-800,7,14,P,0.7713,-64.4,-86.7,-1.1109,2851
-800,12,10,P,0.8565,-67.4,62.5,-1.0761,2852
-799,6,4,A,0.9897,85.1,5.0,0.9286,2853
-799,11,29,A,0.9638,-45.4,76.5,-0.4214,2854
-798,5,24,Tm,1.0554,26.1,-86.2,0.1215,2855
-798,11,18,A,0.9225,-2.2,38.6,0.2717,2856
-797,5,14,T,1.0778,-21.6,34.0,-0.6224,2857
-797,11,7,A,0.9124,54.8,73.7,0.9458,2858
-796,4,4,P,0.6151,71.7,168.3,1.2078,2859
-796,5,3,P,0.2978,-70.5,-175.9,-1.3762,2860
-796,9,27,P,0.5073,-71.7,138.0,-1.266,2861
-795,3,24,A,0.9679,26.1,126.5,0.491,2862
-795,9,16,T,1.0465,-24.4,12.2,-0.5238,2863
-794,3,13,A,0.9381,-20.4,115.4,-0.2548,2864
-794,9,6,T,1.0561,19.5,141.6,0.1718,2865
-793,3,2,A,0.9399,-74.5,-172.2,-0.9765,2866
-793,8,26,T,1.0076,73.2,-26.9,0.911,2867
-792,1,21,P,0.8133,67.8,174.4,1.0995,2868
-792,7,16,P,0.7483,-67.0,11.7,-1.1258,2869
-791,1,9,T,1.0495,-0.3,-37.1,0.3888,2870
-791,7,5,A,0.9474,1.3,7.3,-0.383,2871
-791,12,30,T,1.0328,-40.7,84.7,-0.2892,2872
-790,6,24,A,0.9852,46.5,-47.8,0.3903,2873
-790,12,20,P,0.9441,-64.8,110.4,-1.0187,2874
-789,5,15,P,0.2244,-62.2,-29.1,-1.4139,2875
-789,6,14,P,0.7713,64.1,11.4,1.1259,2876
-789,11,9,P,0.491,61.6,179.4,1.276,2877
-788,5,4,T,1.0747,-24.9,37.6,-0.6724,2878
-788,10,28,A,0.9286,21.7,146.5,0.5931,2879
-787,4,24,Tm,1.0432,13.5,138.3,0.0704,2880
-787,10,17,A,0.9817,-13.1,55.6,-0.1274,2881
-786,4,13,A,0.9772,54.5,-61.4,0.8723,2882
-786,10,7,T,1.0284,-47.1,-155.1,-0.8099,2883
-785,3,4,P,0.542,-61.0,-68.8,-1.2457,2884
-785,8,28,P,0.7171,61.5,-99.4,1.1557,2885
-785,9,26,P,0.1394,-60.8,-82.4,-1.4605,2886
-784,2,21,A,0.9594,-40.1,177.6,-0.4961,2887
-784,8,16,H,1.0024,41.8,-38.1,0.4666,2888
-783,2,9,H,1.0125,-3.4,34.1,0.2535,2889
-783,8,6,A,0.9557,3.7,-154.1,-0.287,2890
-782,1,30,T,1.04,46.2,160.3,0.9378,2891
-782,7,26,P,0.8933,-63.5,162.9,-1.0388,2892
-782,12,21,P,0.8473,-66.3,-80.4,-1.081,2893
-781,6,15,P,0.9815,67.1,173.0,1.0037,2894
-781,12,10,A,0.9615,-47.7,-47.5,-0.423,2895
-780,6,4,T,1.058,32.8,163.9,0.1975,2896
-780,11,28,A,0.9212,-5.0,-84.3,0.2693,2897
-779,5,24,T,1.0792,-13.9,-81.8,-0.5483,2898
-779,11,17,A,0.9132,51.6,-54.6,0.9403,2899
-778,4,15,P,0.4878,71.5,43.4,1.2767,2900
-778,5,14,P,0.4264,-69.7,60.5,-1.3088,2901
-778,10,8,P,0.487,-71.6,-2.0,-1.2773,2902
-777,4,4,A,0.9669,34.6,17.3,0.5584,2903
-777,9,28,T,1.0449,-29.9,-117.4,-0.5447,2904
-776,3,23,A,0.9407,-12.6,10.0,-0.1907,2905
-776,9,16,T,1.0517,13.7,14.8,0.1441,2906
-775,3,12,A,0.9479,-66.8,38.9,-0.9204,2907
-775,9,6,H,1.0025,66.2,-160.1,0.8785,2908
-774,1,31,P,0.7809,68.8,37.3,1.118,2909
-774,7,27,P,0.6275,-68.1,-102.0,-1.1957,2910
-773,1,21,T,1.0525,2.1,-167.9,0.4043,2911
-773,7,17,A,0.9459,-4.4,-93.7,-0.4595,2912
-772,1,10,T,1.0329,-39.6,-42.9,-0.2803,2913
-772,7,5,A,0.9872,42.1,-147.9,0.3119,2914
-772,12,30,P,0.9477,-65.8,-27.2,-1.0163,2915
-771,5,26,Pe,0.089,-62.8,-149.4,-1.4838,2916
-771,6,24,P,0.9156,65.0,-108.3,1.0495,2917
-771,11,19,P,0.4822,62.3,48.9,1.2813,2918
-770,5,16,T,1.0732,-28.1,-75.0,-0.7469,2919
-770,11,8,A,0.9292,18.9,22.1,0.5976,2920
-769,5,5,T,1.0413,13.5,29.4,-0.0033,2921
-769,10,28,A,0.9829,-17.0,-71.8,-0.1195,2922
-768,4,24,A,0.9776,53.7,-158.8,0.8001,2923
-768,10,17,T,1.0284,-50.2,73.0,-0.7967,2924
-767,3,14,P,0.4454,-60.8,177.5,-1.3028,2925
-767,9,7,P,0.6479,61.0,128.6,1.1919,2926
-767,10,7,P,0.1707,-60.8,139.3,-1.4446,2927
-766,3,3,A,0.9648,-38.3,67.6,-0.5412,2928
-766,8,28,A,0.9955,40.3,-151.7,0.5121,2929
-765,2,20,T,1.019,-2.2,-86.3,0.2177,2930
-765,8,17,A,0.9507,4.2,98.8,-0.231,2931
-764,2,10,T,1.0456,43.5,31.8,0.91,2932
-764,8,5,A,0.9282,-52.4,65.5,-0.9723,2933
-764,12,31,P,0.8308,-65.3,138.5,-1.0898,2934
-763,6,26,P,0.8521,66.1,57.0,1.0758,2935
-763,12,21,A,0.9598,-49.1,-169.5,-0.4284,2936
-762,6,15,T,1.0596,38.9,54.3,0.2715,2937
-762,12,10,A,0.9206,-7.1,153.5,0.2654,2938
-761,6,5,T,1.0797,-6.8,163.3,-0.4737,2939
-761,11,29,A,0.9145,49.0,177.1,0.9364,2940
-760,4,25,P,0.3506,71.0,-79.2,1.3511,2941
-760,5,24,P,0.5604,-68.9,-61.5,-1.2383,2942
-760,10,18,P,0.4777,-71.3,-143.9,-1.2825,2943
-759,4,14,A,0.9654,43.8,-89.9,0.6336,2944
-759,10,8,T,1.0434,-35.2,111.1,-0.5584,2945
-758,4,4,A,0.9432,-4.4,-93.7,-0.12,2946
-758,9,28,T,1.0474,8.1,-113.9,0.1228,2947
-757,3,24,A,0.955,-57.0,-83.4,-0.8589,2948
-757,9,17,A,0.997,59.6,70.9,0.8522,2949
-756,2,11,P,0.7382,69.7,-98.9,1.1418,2950
-756,3,12,Pb,0.0047,-71.4,-112.2,-1.5417,2951
-756,8,7,P,0.5162,-69.1,142.4,-1.2607,2952
-755,1,31,T,1.0556,5.5,62.5,0.425,2953
-755,7,27,A,0.9441,-10.5,162.6,-0.5298,2954
-754,1,21,T,1.0333,-37.2,-169.2,-0.2655,2955
-754,7,16,A,0.9888,37.1,108.4,0.2401,2956
-753,1,10,P,0.96,-66.9,-163.5,-1.0091,2957
-753,7,5,T,1.0328,77.3,138.0,0.9769,2958
-753,12,1,P,0.4736,63.1,-81.8,1.2865,2959
-752,5,26,T,1.0705,-33.0,172.5,-0.8222,2960
-752,11,19,A,0.9305,16.6,-103.1,0.6005,2961
-751,5,15,T,1.0386,12.6,-78.0,-0.0809,2962
-751,11,8,A,0.9848,-20.8,159.7,-0.1155,2963
-750,5,5,A,0.9772,53.2,105.1,0.7229,2964
-750,10,28,T,1.0288,-54.0,-60.2,-0.7881,2965
-749,3,25,P,0.3371,-60.6,65.8,-1.3664,2966
-749,4,24,Pb,0.0838,61.1,-10.7,1.514,2967
-749,9,19,P,0.5921,60.8,-5.4,1.2213,2968
-749,10,18,P,0.1904,-61.0,-0.8,-1.4347,2969
-748,3,13,A,0.9702,-37.0,-40.7,-0.5938,2970
-748,9,7,A,0.9886,38.1,92.0,0.5509,2971
-747,3,3,T,1.0256,-0.8,155.3,0.1749,2972
-747,8,27,A,0.9457,3.6,-10.1,-0.1818,2973
-746,2,20,T,1.0511,41.4,-93.9,0.8758,2974
-746,8,16,A,0.9285,-43.9,-36.9,-0.9131,2975
-745,1,12,P,0.8077,-64.3,-1.0,-1.1024,2976
-745,7,7,P,0.7287,65.1,-60.0,1.1442,2977
-744,1,1,A,0.9586,-49.6,69.8,-0.4362,2978
-744,6,25,T,1.0605,44.0,-54.8,0.3434,2979
-744,12,20,A,0.9207,-8.6,32.2,0.2595,2980
-743,6,15,T,1.0792,-0.7,48.8,-0.4004,2981
-743,12,9,A,0.9166,46.6,49.2,0.9312,2982
-742,5,6,P,0.2104,70.4,159.7,1.4275,2983
-742,6,5,P,0.6919,-68.0,177.0,-1.1686,2984
-742,10,30,P,0.4742,-70.8,73.2,-1.2844,2985
-741,4,26,A,0.9634,53.5,163.3,0.712,2986
-741,10,19,T,1.0423,-40.3,-21.3,-0.5676,2987
-740,4,14,A,0.9455,4.1,164.6,-0.0426,2988
-740,10,8,T,1.0432,2.8,115.7,0.1077,2989
-739,4,3,A,0.9617,-47.0,162.7,-0.7897,2990
-739,9,27,A,0.9916,53.8,-57.9,0.8331,2991
-738,2,22,P,0.6798,70.5,126.6,1.1738,2992
-738,3,23,P,0.1085,-71.7,120.6,-1.4834,2993
-738,8,18,P,0.4204,-70.0,23.8,-1.3171,2994
-737,2,11,T,1.0587,10.0,-65.6,0.4526,2995
-737,8,7,A,0.9421,-17.0,56.4,-0.5939,2996
-736,2,1,T,1.0339,-33.5,65.4,-0.2453,2997
-736,7,26,A,0.9899,31.6,1.7,0.1735,2998
-735,1,21,As,0.9621,-70.4,60.2,-0.9961,2999
-735,7,16,T,1.0373,88.5,-145.4,0.9082,3000
-735,12,11,P,0.4652,64.0,147.3,1.2915,3001
-734,6,6,T,1.0665,-40.2,59.8,-0.8975,3002
-734,11,30,A,0.9324,14.9,131.2,0.6024,3003
-733,5,27,T,1.0352,11.0,174.9,-0.1591,3004
-733,11,19,A,0.9871,-24.2,30.7,-0.114,3005
-732,5,15,A,0.9761,52.4,10.5,0.6419,3006
-732,11,8,T,1.0293,-58.2,166.0,-0.7831,3007
-731,4,5,P,0.2191,-60.7,-44.2,-1.4353,3008
-731,5,4,P,0.2232,61.5,-116.7,1.4323,3009
-731,9,29,P,0.5479,60.7,-140.9,1.2448,3010
-731,10,28,P,0.2025,-61.3,-142.1,-1.4286,3011
-730,3,25,A,0.9753,-36.2,-147.6,-0.6522,3012
-730,9,18,A,0.9821,35.5,-27.3,0.5823,3013
-729,3,14,T,1.032,0.6,38.6,0.1258,3014
-729,9,8,A,0.9409,2.1,-121.1,-0.1394,3015
-728,3,3,T,1.0566,39.9,143.1,0.8348,3016
-728,8,27,A,0.9277,-40.1,-144.2,-0.8612,3017
-727,1,22,P,0.7714,-63.3,-137.8,-1.1222,3018
-727,7,17,P,0.6153,64.2,-178.6,1.2069,3019
-727,8,16,Pb,0.0212,-62.1,153.6,-1.5437,3020
-726,1,11,A,0.9579,-49.1,-48.9,-0.4504,3021
-726,7,7,T,1.0607,47.9,-163.9,0.4113,3022
-726,12,31,A,0.9215,-9.5,-87.6,0.2491,3023
-725,6,26,T,1.0777,4.6,-65.5,-0.3288,3024
-725,12,20,A,0.9194,44.5,-78.1,0.9249,3025
-724,5,17,Pe,0.0628,69.5,40.9,1.5084,3026
-724,6,15,P,0.8255,-67.0,56.6,-1.0974,3027
-724,11,9,P,0.4785,-70.1,-70.7,-1.282,3028
-724,12,9,Pb,0.0055,67.5,-130.3,1.5521,3029
-723,5,6,A,0.9606,64.2,56.1,0.796,3030
-723,10,30,T,1.0416,-45.0,-154.2,-0.5722,3031
-722,4,25,Am,0.9475,12.6,64.3,0.0391,3032
-722,10,19,T,1.0393,-2.1,-16.1,0.098,3033
-721,4,14,A,0.9681,-37.4,52.5,-0.7168,3034
-721,10,9,A,0.9863,48.5,172.9,0.8192,3035
-720,3,4,P,0.6114,71.1,-7.1,1.2107,3036
-720,4,2,P,0.2216,-71.7,-5.7,-1.4209,3037
-720,8,28,P,0.3368,-70.7,-97.2,-1.3668,3038
-719,2,22,T,1.0617,15.4,167.9,0.4868,3039
-719,8,17,A,0.94,-23.7,-53.1,-0.6496,3040
-718,2,11,T,1.0345,-28.8,-58.7,-0.2186,3041
-718,8,7,A,0.9906,25.8,-108.4,0.1142,3042
-717,2,1,A,0.9643,-78.7,-95.2,-0.9766,3043
-717,7,27,T,1.0398,78.6,96.3,0.8458,3044
-717,12,22,P,0.4521,65.0,16.9,1.2993,3045
-716,6,16,T,1.0601,-52.4,-52.2,-0.9722,3046
-716,12,10,A,0.9351,13.8,5.5,0.6048,3047
